SECID,BOARDID,SHORTNAME,PREVPRICE,LOTSIZE,FACEVALUE,STATUS,BOARDNAME,DECIMALS,SECNAME,REMARKS,MARKETCODE,INSTRID,SECTORID,MINSTEP,PREVWAPRICE,FACEUNIT,PREVDATE,ISSUESIZE,ISIN,LATNAME,REGNUMBER,PREVLEGALCLOSEPRICE,PREVADMITTEDQUOTE,CURRENCYID,SECTYPE,LISTLEVEL,SETTLEDATE,1 min,1 quarter,1 week,10 min,1 day,1 month,1 hour
ELTZ,TQBR,Электрцинк,174.5,1,1.0,A,Т+: Акции и ДР - безадрес.,1,Электроцинк ПАО ао,,FNDT,EQIN,,0.5,175.5,SUR,2021-06-15,1404308,RU000A0B66V1,Elektrotsink ao,1-02-30394-E,174.5,174.5,SUR,1,3,2021-06-18,2014-06-19 17:29:00 / 2021-06-16 18:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-16 00:00:00 / 2021-06-16 00:00:00,2014-06-19 17:20:00 / 2021-06-16 18:37:08,2014-06-19 00:00:00 / 2021-06-16 21:56:08,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-19 17:00:00 / 2021-06-16 18:37:08
ENPG,TQBR,ЭН+ГРУП ао,878.0,1,7e-05,A,Т+: Акции и ДР - безадрес.,1,МКПАО ЭН+ ГРУП ао,,FNDT,EQIN,,0.5,882.0,USD,2021-06-15,638848896,RU000A100K72,EN+ GROUP IPJSC ORD SHS,1-01-16625-A,878.0,878.0,SUR,1,1,2021-06-18,2020-02-20 10:34:00 / 2021-06-16 18:59:59,2020-01-01 00:00:00 / 2021-06-16 00:00:00,2020-02-17 00:00:00 / 2021-06-16 00:00:00,2020-02-20 10:30:00 / 2021-06-16 18:46:07,2020-02-20 00:00:00 / 2021-06-16 21:56:08,2020-02-01 00:00:00 / 2021-06-16 00:00:00,2020-02-20 10:00:00 / 2021-06-16 18:46:07
ENRU,TQBR,ЭнелРос ао,0.821,1000,1.0,A,Т+: Акции и ДР - безадрес.,4,"""Энел Россия"" ПАО",,FNDT,EQIN,,0.0002,0.8242,SUR,2021-06-15,35371898370,RU000A0F5UN3,Enel Russia,1-01-50077-A,0.821,0.821,SUR,1,1,2021-06-18,2014-12-01 10:33:00 / 2021-06-16 18:59:59,2014-10-01 00:00:00 / 2021-06-16 00:00:00,2014-12-01 00:00:00 / 2021-06-16 00:00:00,2014-12-01 10:30:00 / 2021-06-16 18:48:14,2014-12-01 00:00:00 / 2021-06-16 21:56:08,2014-12-01 00:00:00 / 2021-06-16 00:00:00,2014-12-01 10:00:00 / 2021-06-16 18:48:14
ETLN,TQBR,ETLN-гдр,121.4,1,0.0,A,Т+: Акции и ДР - безадрес.,2,ГДР ETALON GROUP PLC ORD SHS,,FNDT,EQIN,,0.02,122.06,USD,2021-06-15,0,US29760G1031,GDR ETALON GROUP PLC ORD SHS,,121.4,121.4,SUR,D,1,2021-06-18,2020-02-03 09:59:00 / 2021-06-16 18:59:59,2020-01-01 00:00:00 / 2021-06-16 00:00:00,2020-02-03 00:00:00 / 2021-06-16 00:00:00,2020-02-03 09:50:00 / 2021-06-16 18:49:09,2020-02-03 00:00:00 / 2021-06-16 21:56:08,2020-02-01 00:00:00 / 2021-06-16 00:00:00,2020-02-03 09:00:00 / 2021-06-16 18:49:09
FEES,TQBR,ФСК ЕЭС ао,0.22244,10000,0.5,A,Т+: Акции и ДР - безадрес.,5,"""ФСК ЕЭС"" ПАО ао",,FNDT,EQIN,,2e-05,0.22398,SUR,2021-06-15,1274665323063,RU000A0JPNN9,FSK EES,1-01-65018-D,0.22264,0.22264,SUR,1,1,2021-06-18,2014-06-09 10:00:00 / 2021-06-16 21:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 00:00:00 / 2021-06-16 00:00:00,2014-06-09 10:00:00 / 2021-06-16 21:56:07,2014-06-09 00:00:00 / 2021-06-16 21:56:08,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 10:00:00 / 2021-06-16 21:56:07
FESH,TQBR,ДВМП ао,15.45,100,1.0,A,Т+: Акции и ДР - безадрес.,2,ДВ морское пароходство ПАО ао,,FNDT,EQIN,,0.01,15.47,SUR,2021-06-15,2951250000,RU0008992318,DVMP ao,1-03-00032-A,15.45,15.45,SUR,1,3,2021-06-18,2014-06-09 10:03:00 / 2021-06-16 18:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 00:00:00 / 2021-06-16 00:00:00,2014-06-09 10:00:00 / 2021-06-16 18:48:14,2014-06-09 00:00:00 / 2021-06-16 21:56:08,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 10:00:00 / 2021-06-16 18:48:14
FIVE,TQBR,FIVE-гдр,2299.0,1,0.0,A,Т+: Акции и ДР - безадрес.,1,ГДР X5 RetailGroup N.V.ORD SHS,,FNDT,EQIN,,0.5,2289.5,USD,2021-06-15,0,US98387E2054,GDR X5 RetailGroup N.V.ORD SHS,,2298.0,2298.0,SUR,D,1,2021-06-18,2018-02-01 09:59:00 / 2021-06-16 21:59:59,2018-01-01 00:00:00 / 2021-06-16 00:00:00,2018-01-29 00:00:00 / 2021-06-16 00:00:00,2018-02-01 09:50:00 / 2021-06-16 21:56:07,2018-02-01 00:00:00 / 2021-06-16 21:56:08,2018-02-01 00:00:00 / 2021-06-16 00:00:00,2018-02-01 09:00:00 / 2021-06-16 21:56:07
FIXP,TQBR,FIXP-гдр,612.7,1,0.0,A,Т+: Акции и ДР - безадрес.,1,ГДР FixPrice Group Ltd ORD SHS,,FNDT,EQIN,,0.1,612.1,USD,2021-06-15,0,US33835G2057,GDR FixPrice Group Ltd ORD SHS,,612.5,612.5,SUR,D,1,2021-06-18,2021-03-10 11:30:00 / 2021-06-16 18:59:59,2021-01-01 00:00:00 / 2021-06-16 00:00:00,2021-03-08 00:00:00 / 2021-06-16 00:00:00,2021-03-10 11:30:00 / 2021-06-16 18:49:09,2021-03-10 00:00:00 / 2021-06-16 21:56:08,2021-03-01 00:00:00 / 2021-06-16 00:00:00,2021-03-10 11:00:00 / 2021-06-16 18:49:09
FLOT,TQBR,Совкомфлот,94.74,10,1.0,A,Т+: Акции и ДР - безадрес.,2,Совкомфлот ао,,FNDT,EQIN,,0.01,94.6,SUR,2021-06-15,2374993901,RU000A0JXNU8,Sovcomflot,1-01-10613-A,94.74,94.74,SUR,1,1,2021-06-18,2020-10-07 09:59:00 / 2021-06-16 18:59:59,2020-10-01 00:00:00 / 2021-06-16 00:00:00,2020-10-05 00:00:00 / 2021-06-16 00:00:00,2020-10-07 09:50:00 / 2021-06-16 18:47:19,2020-10-07 00:00:00 / 2021-06-16 21:56:08,2020-10-01 00:00:00 / 2021-06-16 00:00:00,2020-10-07 09:00:00 / 2021-06-16 18:47:19
GAZA,TQBR,ГАЗ ао,486.0,10,1.0,A,Т+: Акции и ДР - безадрес.,1,ГАЗ ПАО ао,,FNDT,EQIN,,0.5,487.5,SUR,2021-06-15,18520260,RU0009034268,Gaz ao,1-01-00029-A,486.0,486.0,SUR,1,3,2021-06-18,2014-06-10 13:47:00 / 2021-06-16 18:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 00:00:00 / 2021-06-16 00:00:00,2014-06-10 13:40:00 / 2021-06-16 18:46:07,2014-06-10 00:00:00 / 2021-06-16 21:56:08,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-10 13:00:00 / 2021-06-16 18:46:07
GAZAP,TQBR,ГАЗ ап,418.0,10,1.0,A,Т+: Акции и ДР - безадрес.,1,ГАЗ ПАО ап,,FNDT,EQIN,,0.5,417.5,SUR,2021-06-15,1453500,RU000A0ZYHF5,Gaz (pref),2-02-00029-A,418.0,418.0,SUR,2,3,2021-06-18,2014-06-17 12:33:00 / 2021-06-16 17:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-16 00:00:00 / 2021-06-16 00:00:00,2014-06-17 12:30:00 / 2021-06-16 17:54:07,2014-06-17 00:00:00 / 2021-06-16 21:56:08,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-17 12:00:00 / 2021-06-16 17:54:07
GAZC,TQBR,ГАЗКОН-ао,295.0,10,10.0,A,Т+: Акции и ДР - безадрес.,0,ГАЗКОН (ПАО) ао,,FNDT,EQIN,,1.0,295.0,SUR,2021-06-15,225381601,RU000A0JQG86,Gazkon ao,1-01-09870-A,295.0,295.0,SUR,1,3,2021-06-18,2014-12-17 11:55:00 / 2018-10-29 11:53:00,2014-10-01 00:00:00 / 2018-10-01 00:00:00,2014-12-15 00:00:00 / 2018-10-29 00:00:00,2014-12-17 11:50:00 / 2018-10-29 11:50:00,2014-12-17 00:00:00 / 2018-10-29 00:00:00,2014-12-01 00:00:00 / 2018-10-01 00:00:00,2014-12-17 11:00:00 / 2018-10-29 11:00:00
GAZP,TQBR,ГАЗПРОМ ао,272.72,10,5.0,A,Т+: Акции и ДР - безадрес.,2,"""Газпром"" (ПАО) ао",,FNDT,EQIN,,0.01,275.64,SUR,2021-06-15,23673512900,RU0007661625,Gazprom,1-02-00028-A,272.8,272.8,SUR,1,1,2021-06-18,2014-06-09 10:00:00 / 2021-06-16 21:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 00:00:00 / 2021-06-16 00:00:00,2014-06-09 10:00:00 / 2021-06-16 21:56:08,2014-06-09 00:00:00 / 2021-06-16 21:56:08,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 10:00:00 / 2021-06-16 21:56:08
GAZS,TQBR,ГАЗ-сервис,293.0,10,10.0,A,Т+: Акции и ДР - безадрес.,0,ГАЗ-сервис (ПАО) ао,,FNDT,EQIN,,1.0,293.0,SUR,2021-06-15,206508967,RU000A0JQG78,Gaz-servis ao,1-01-09871-A,293.0,293.0,SUR,1,3,2021-06-18,2015-02-16 17:07:00 / 2015-02-16 17:07:00,2015-01-01 00:00:00 / 2015-01-01 00:00:00,2015-02-16 00:00:00 / 2015-02-16 00:00:00,2015-02-16 17:00:00 / 2015-02-16 17:00:00,2015-02-16 00:00:00 / 2015-02-16 00:00:00,2015-02-01 00:00:00 / 2015-02-01 00:00:00,2015-02-16 17:00:00 / 2015-02-16 17:00:00
GAZT,TQBR,ГАЗ-Тек ао,85.0,10,100.0,A,Т+: Акции и ДР - безадрес.,1,ГАЗ-Тек ПАО ао,,FNDT,EQIN,,0.5,85.0,SUR,2021-06-15,471428300,RU000A0JS199,GAZ-Tek PAO ao,1-01-12996-A,85.0,85.0,SUR,1,3,2021-06-18,2019-12-02 17:35:00 / 2019-12-05 13:57:00,2019-10-01 00:00:00 / 2019-10-01 00:00:00,2019-12-02 00:00:00 / 2019-12-02 00:00:00,2019-12-02 17:30:00 / 2019-12-05 13:50:00,2019-12-02 00:00:00 / 2019-12-05 00:00:00,2019-12-01 00:00:00 / 2019-12-01 00:00:00,2019-12-02 17:00:00 / 2019-12-05 13:00:00
GCHE,TQBR,ЧеркизГ-ао,2265.0,1,0.01,A,Т+: Акции и ДР - безадрес.,1,Группа Черкизово ПАО-ао,,FNDT,EQIN,,0.5,2266.5,SUR,2021-06-15,41047014,RU000A0JL4R1,Cherkizovo Group ao,1-02-10797-A,2265.0,2265.0,SUR,1,3,2021-06-18,2012-03-02 10:01:00 / 2021-06-16 18:59:59,2012-01-01 00:00:00 / 2021-06-16 00:00:00,2012-02-27 00:00:00 / 2021-06-16 00:00:00,2012-03-02 10:00:00 / 2021-06-16 18:46:07,2012-03-02 00:00:00 / 2021-06-16 21:56:08,2012-03-01 00:00:00 / 2021-06-16 00:00:00,2012-03-02 10:00:00 / 2021-06-16 18:46:07
GEMA,TQBR,iММЦБ ао,682.0,1,0.1,A,Т+: Акции и ДР - безадрес.,1,ПАО ММЦБ ао,,FNDT,EQIN,,0.5,680.5,SUR,2021-06-15,1492992,RU000A100GC7,IMCB PJSC,1-01-85932-H,682.0,682.0,SUR,1,3,2021-06-18,2019-07-26 10:06:00 / 2021-06-16 18:59:59,2019-07-01 00:00:00 / 2021-06-16 00:00:00,2019-07-22 00:00:00 / 2021-06-16 00:00:00,2019-07-26 10:00:00 / 2021-06-16 18:46:08,2019-07-26 00:00:00 / 2021-06-16 21:56:08,2019-07-01 00:00:00 / 2021-06-16 00:00:00,2019-07-26 10:00:00 / 2021-06-16 18:46:08
GLTR,TQBR,GLTR-гдр,502.15,10,0.0,A,Т+: Акции и ДР - безадрес.,2,ГДР Globaltrans Invest ORD SHS,,FNDT,EQIN,,0.05,504.7,USD,2021-06-15,0,US37949E2046,GDR Globaltrans Inves ORD SHS,,504.35,504.35,SUR,D,1,2021-06-18,2020-10-28 09:59:00 / 2021-06-16 21:59:59,2020-10-01 00:00:00 / 2021-06-16 00:00:00,2020-10-26 00:00:00 / 2021-06-16 00:00:00,2020-10-28 09:50:00 / 2021-06-16 21:52:19,2020-10-28 00:00:00 / 2021-06-16 21:56:08,2020-10-01 00:00:00 / 2021-06-16 00:00:00,2020-10-28 09:00:00 / 2021-06-16 21:52:19
GMKN,TQBR,ГМКНорНик,26054.0,1,1.0,A,Т+: Акции и ДР - безадрес.,0,"ГМК ""Нор.Никель"" ПАО ао",,FNDT,EQIN,,2.0,26204.0,SUR,2021-06-15,158245476,RU0007288411,NorNickel GMK,1-01-40155-F,26068.0,26068.0,SUR,1,1,2021-06-18,2014-06-09 10:00:00 / 2021-06-16 21:59:59,2010-04-01 00:00:00 / 2021-06-16 00:00:00,2010-04-26 00:00:00 / 2021-06-16 00:00:00,2014-06-09 10:00:00 / 2021-06-16 21:56:07,2010-04-28 00:00:00 / 2021-06-16 21:56:08,2010-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 10:00:00 / 2021-06-16 21:56:07
GTRK,TQBR,ГТМ ао,35.7,10,100.0,A,Т+: Акции и ДР - безадрес.,2,"ПАО ""ГТМ"" ао",,FNDT,EQIN,,0.05,35.55,SUR,2021-06-15,58462120,RU000A0ZYD22,GTM,1-01-84907-H,35.7,35.7,SUR,1,3,2021-06-18,2017-11-03 13:17:00 / 2021-06-16 18:59:59,2017-10-01 00:00:00 / 2021-06-16 00:00:00,2017-10-30 00:00:00 / 2021-06-16 00:00:00,2017-11-03 13:10:00 / 2021-06-16 18:39:59,2017-11-03 00:00:00 / 2021-06-16 21:56:08,2017-11-01 00:00:00 / 2021-06-16 00:00:00,2017-11-03 13:00:00 / 2021-06-16 18:40:10
GTSS,TQBR,ГЕОТЕК ао,,100000,0.01,A,Т+: Акции и ДР - безадрес.,5,ГЕОТЕК Сейсморазведка ПАО ао,,FNDT,EQIN,,1e-05,,SUR,2021-06-15,1385400296739,RU000A0JQ7U3,GEOTECH Seismic Services ao,1-01-55378-E,,,SUR,1,3,2021-06-18,,,,,,,
HHRU,TQBR,iHHRU-адр,2699.5,1,0.0,A,Т+: Акции и ДР - безадрес.,1,АДР HeadHunter Group ORD SHS,,FNDT,EQIN,,0.5,2695.0,USD,2021-06-15,0,US42207L1061,ADR HeadHunter Group ORD SHS,,2660.5,2660.5,SUR,D,1,2021-06-18,2020-09-25 09:59:00 / 2021-06-16 21:59:59,2020-07-01 00:00:00 / 2021-06-16 00:00:00,2020-09-21 00:00:00 / 2021-06-16 00:00:00,2020-09-25 09:50:00 / 2021-06-16 21:55:19,2020-09-25 00:00:00 / 2021-06-16 21:56:08,2020-09-01 00:00:00 / 2021-06-16 00:00:00,2020-09-25 09:00:00 / 2021-06-16 21:55:19
HIMC,TQBR,Химпром ао,0.99,1000,1.0,A,Т+: Акции и ДР - безадрес.,3,Химпром ПАО ао,,FNDT,EQIN,,0.001,0.99,SUR,2021-06-15,688894206,RU0009098990,Himprom ao,1-01-55076-D,0.99,0.99,SUR,1,3,2021-06-18,,,,,,,
HIMCP,TQBR,Химпром ап,8.31,100,1.0,A,Т+: Акции и ДР - безадрес.,2,Химпром ПАО ап,,FNDT,EQIN,,0.01,8.36,SUR,2021-06-15,229631402,RU0009099006,Himprom ap,2-01-55076-D,8.35,8.35,SUR,2,3,2021-06-18,2014-06-23 11:40:00 / 2021-06-16 18:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-23 00:00:00 / 2021-06-16 00:00:00,2014-06-23 11:40:00 / 2021-06-16 18:09:59,2014-06-23 00:00:00 / 2021-06-16 21:56:08,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-23 11:00:00 / 2021-06-16 18:10:20
HMSG,TQBR,HMSG-гдр,376.0,10,0.0,A,Т+: Акции и ДР - безадрес.,2,ГДР Hydraulic M&S Gr ORD SHS,,FNDT,EQIN,,0.05,378.45,SUR,2021-06-15,0,US40425X4079,GDR Hydraulic M&S Gr ORD SHS,,376.0,376.0,SUR,D,1,2021-06-18,2021-05-26 16:47:00 / 2021-06-16 18:59:59,2021-04-01 00:00:00 / 2021-06-16 00:00:00,2021-05-24 00:00:00 / 2021-06-16 00:00:00,2021-05-26 16:40:00 / 2021-06-16 18:49:09,2021-05-26 00:00:00 / 2021-06-16 21:56:08,2021-05-01 00:00:00 / 2021-06-16 00:00:00,2021-05-26 16:00:00 / 2021-06-16 18:49:09
HYDR,TQBR,РусГидро,0.8504,1000,1.0,A,Т+: Акции и ДР - безадрес.,4,"ПАО ""РусГидро""",,FNDT,EQIN,,0.0001,0.8488,SUR,2021-06-15,439288905849,RU000A0JPKH7,RusGidro,1-01-55038-E,0.8506,0.8506,SUR,1,1,2021-06-18,2011-12-15 10:00:00 / 2021-06-16 21:59:59,2008-07-01 00:00:00 / 2021-06-16 00:00:00,2008-08-18 00:00:00 / 2021-06-16 00:00:00,2011-12-08 10:00:00 / 2021-06-16 21:56:07,2008-08-22 00:00:00 / 2021-06-16 21:56:08,2008-08-01 00:00:00 / 2021-06-16 00:00:00,2011-11-17 10:00:00 / 2021-06-16 21:56:07
IGST,TQBR,Ижсталь2ао,1072.0,1,1000.0,A,Т+: Акции и ДР - безадрес.,0,Ижсталь ПАО ао 2в.,,FNDT,EQIN,,1.0,1077.0,SUR,2021-06-15,800729,RU0002155292,Izhstal 2ao,1-02-30078-D,1072.0,1072.0,SUR,1,3,2021-06-18,2014-06-11 11:22:00 / 2021-06-16 15:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 00:00:00 / 2021-06-16 00:00:00,2014-06-11 11:20:00 / 2021-06-16 15:29:59,2014-06-11 00:00:00 / 2021-06-16 21:56:08,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-11 11:00:00 / 2021-06-16 15:30:15
IGSTP,TQBR,Ижсталь ап,1009.0,1,1000.0,A,Т+: Акции и ДР - безадрес.,0,Ижсталь ПАО ап,,FNDT,EQIN,,1.0,1009.0,SUR,2021-06-15,266910,RU0002155300,Izhstal ap,2-02-30078-D,1009.0,1009.0,SUR,2,3,2021-06-18,2014-07-01 10:15:00 / 2021-06-16 18:59:59,2014-07-01 00:00:00 / 2021-06-16 00:00:00,2014-06-30 00:00:00 / 2021-06-16 00:00:00,2014-07-01 10:10:00 / 2021-06-16 18:37:08,2014-07-01 00:00:00 / 2021-06-16 21:56:08,2014-07-01 00:00:00 / 2021-06-16 00:00:00,2014-07-01 10:00:00 / 2021-06-16 18:37:08
INGR,TQBR,ИНГРАД ао,1524.0,1,1000.0,A,Т+: Акции и ДР - безадрес.,0,ИНГРАД ПАО ао,,FNDT,EQIN,,1.0,1524.0,SUR,2021-06-15,41220793,RU000A0DJ9B4,INGRAD,1-01-50020-A,1524.0,1524.0,SUR,1,3,2021-06-18,2020-03-30 11:29:00 / 2021-06-16 18:59:59,2020-01-01 00:00:00 / 2021-06-16 00:00:00,2020-03-30 00:00:00 / 2021-06-16 00:00:00,2020-03-30 11:20:00 / 2021-06-16 18:39:59,2020-03-30 00:00:00 / 2021-06-16 21:56:08,2020-03-01 00:00:00 / 2021-06-16 00:00:00,2020-03-30 11:00:00 / 2021-06-16 18:40:09
IRAO,TQBR,ИнтерРАОао,5.0035,100,2.809767,A,Т+: Акции и ДР - безадрес.,4,"""Интер РАО"" ПАО ао",,FNDT,EQIN,,0.0005,5.014,SUR,2021-06-15,104400000000,RU000A0JPNM1,Inter RAO ao,1-04-33498-E,4.997,4.997,SUR,1,1,2021-06-18,2011-12-15 10:00:00 / 2021-06-16 21:59:59,2011-07-01 00:00:00 / 2021-06-16 00:00:00,2011-09-26 00:00:00 / 2021-06-16 00:00:00,2011-12-08 10:00:00 / 2021-06-16 21:54:20,2011-09-27 00:00:00 / 2021-06-16 21:56:08,2011-09-01 00:00:00 / 2021-06-16 00:00:00,2011-11-17 10:00:00 / 2021-06-16 21:54:20
IRGZ,TQBR,ИркЭнерго,11.5,100,1.0,A,Т+: Акции и ДР - безадрес.,2,Иркутскэнерго(ПАО)-ао,,FNDT,EQIN,,0.02,11.46,SUR,2021-06-15,4766807700,RU0008960828,IrkutskEnrg,1-01-00041-A,11.48,11.48,SUR,1,3,2021-06-18,2011-12-15 10:13:00 / 2021-06-16 18:59:59,2003-07-01 00:00:00 / 2021-06-16 00:00:00,2003-07-07 00:00:00 / 2021-06-16 00:00:00,2011-12-08 11:00:00 / 2021-06-16 18:46:08,2003-07-10 00:00:00 / 2021-06-16 21:56:08,2003-07-01 00:00:00 / 2021-06-16 00:00:00,2011-11-17 10:00:00 / 2021-06-16 18:46:08
IRKT,TQBR,ИРКУТ-3,24.74,100,3.0,A,Т+: Акции и ДР - безадрес.,2,"Корпорация""ИРКУТ"" ПАО ак.об.-3",,FNDT,EQIN,,0.02,24.78,SUR,2021-06-15,2085163865,RU0006752979,IRKUT-3,1-03-00040-A,24.74,24.74,SUR,1,3,2021-06-18,2014-06-09 10:42:00 / 2021-06-16 18:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 00:00:00 / 2021-06-16 00:00:00,2014-06-09 10:40:00 / 2021-06-16 18:34:09,2014-06-09 00:00:00 / 2021-06-16 21:56:08,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 10:00:00 / 2021-06-16 18:34:09
ISKJ,TQBR,iИСКЧ ао,36.2,100,0.1,A,Т+: Акции и ДР - безадрес.,2,"ПАО ""ИСКЧ""",,FNDT,EQIN,,0.01,36.33,SUR,2021-06-15,75000000,RU000A0JNAB6,HSCI ao,1-01-08902-A,36.2,36.2,SUR,1,3,2021-06-18,2014-06-09 10:36:00 / 2021-06-16 18:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 00:00:00 / 2021-06-16 00:00:00,2014-06-09 10:30:00 / 2021-06-16 18:49:09,2014-06-09 00:00:00 / 2021-06-16 21:56:08,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 10:00:00 / 2021-06-16 18:49:09
JNOS,TQBR,Славн-ЯНОС,18.6,100,1.0,A,Т+: Акции и ДР - безадрес.,2,Славнефть-ЯНОС (ПАО) ао,,FNDT,EQIN,,0.05,18.65,SUR,2021-06-15,932654723,RU0009100895,Slavneft-JANOS,1-01-00199-A,18.6,18.6,SUR,1,3,2021-06-18,2014-06-10 15:56:00 / 2021-06-16 18:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 00:00:00 / 2021-06-16 00:00:00,2014-06-10 15:50:00 / 2021-06-16 18:14:19,2014-06-10 00:00:00 / 2021-06-16 21:56:08,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-10 15:00:00 / 2021-06-16 18:14:19
JNOSP,TQBR,Слав-ЯНОСп,13.9,100,1.0,A,Т+: Акции и ДР - безадрес.,2,Славнефть-ЯНОС (ПАО) ап,,FNDT,EQIN,,0.02,13.88,SUR,2021-06-15,310884574,RU0009101927,Slavneft-JANOS (pref),2-01-00199-A,13.9,13.9,SUR,2,3,2021-06-18,2014-06-10 15:56:00 / 2021-06-16 18:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 00:00:00 / 2021-06-16 00:00:00,2014-06-10 15:50:00 / 2021-06-16 18:49:09,2014-06-10 00:00:00 / 2021-06-16 21:56:08,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-10 15:00:00 / 2021-06-16 18:49:09
KAZT,TQBR,Куйбазот,260.8,10,1.0,A,Т+: Акции и ДР - безадрес.,1,Куйбышевазот ПАО ао,,FNDT,EQIN,,0.2,257.4,SUR,2021-06-15,234147999,RU000A0B9BV2,Kuib.Azot ao,1-01-00067-A,260.8,260.8,SUR,1,3,2021-06-18,2014-06-18 14:04:00 / 2021-06-16 18:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-16 00:00:00 / 2021-06-16 00:00:00,2014-06-18 14:00:00 / 2021-06-16 18:48:14,2014-06-18 00:00:00 / 2021-06-16 21:56:20,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-18 14:00:00 / 2021-06-16 18:48:14
KAZTP,TQBR,Куйбазот-п,247.2,10,1.0,A,Т+: Акции и ДР - безадрес.,1,Куйбышевазот ПАО ап,,FNDT,EQIN,,0.2,242.2,SUR,2021-06-15,3696506,RU000A0B9BW0,Kuibishevazot ap,2-01-00067-A,247.2,247.2,SUR,2,3,2021-06-18,2014-06-09 18:38:00 / 2021-06-16 18:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 00:00:00 / 2021-06-16 00:00:00,2014-06-09 18:30:00 / 2021-06-16 18:49:59,2014-06-09 00:00:00 / 2021-06-16 21:56:20,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 18:00:00 / 2021-06-16 18:59:59
KBSB,TQBR,ТНСэКубань,131.0,10,0.56,A,Т+: Акции и ДР - безадрес.,1,ТНС энерго Кубань ПАО ао,,FNDT,EQIN,,0.5,131.0,SUR,2021-06-15,17869440,RU000A0JNJ11,TNS energo Kuban Company,1-01-55218-E,131.0,131.0,SUR,1,3,2021-06-18,2014-06-09 10:28:00 / 2021-06-16 18:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 00:00:00 / 2021-06-16 00:00:00,2014-06-09 10:20:00 / 2021-06-16 18:09:06,2014-06-09 00:00:00 / 2021-06-16 21:56:08,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 10:00:00 / 2021-06-16 18:09:06
KBTK,TQBR,КузбТК ао,190.0,10,0.2,A,Т+: Акции и ДР - безадрес.,1,Кузбас.Топл.Комп. ПАО ао,,FNDT,EQIN,,0.2,190.8,SUR,2021-06-15,99258355,RU000A0JPYD7,Kuzbas.Topl. Kompaniya ao,1-02-11330-F,190.0,190.0,SUR,1,3,2021-06-18,2014-06-09 15:19:00 / 2021-06-16 18:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 00:00:00 / 2021-06-16 00:00:00,2014-06-09 15:10:00 / 2021-06-16 18:39:59,2014-06-09 00:00:00 / 2021-06-16 21:56:08,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 15:00:00 / 2021-06-16 18:40:08
KCHE,TQBR,КамчатЭ ао,0.195,10000,0.1,A,Т+: Акции и ДР - безадрес.,4,Камчатскэнерго ПАО ао,,FNDT,EQIN,,0.0005,0.195,SUR,2021-06-15,48746657782,RU0006753498,Kamchatskenergo,1-02-00235-A,0.1955,0.1955,SUR,1,3,2021-06-18,2014-06-09 17:04:00 / 2021-06-16 18:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 00:00:00 / 2021-06-16 00:00:00,2014-06-09 17:00:00 / 2021-06-16 18:34:11,2014-06-09 00:00:00 / 2021-06-16 21:56:08,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 17:00:00 / 2021-06-16 18:34:11
